Sentiment,Phrase
-1,All About the Benjamins evokes the bottom tier of blaxploitation flicks from the 1970s .
-1,About the Benjamins evokes the bottom tier of blaxploitation flicks from the 1970s .
-1,evokes the bottom tier of blaxploitation flicks from the 1970s .
-1,evokes the bottom tier of blaxploitation flicks from the 1970s
-1,evokes the bottom tier of blaxploitation flicks
-1,the bottom tier of blaxploitation flicks
-1,the bottom tier
-1,bottom tier
-1,of blaxploitation flicks
-1,blaxploitation
-1,"Ah , yes , that would be me : fighting off the urge to doze ."
-1,", that would be me : fighting off the urge to doze ."
-1,that would be me : fighting off the urge to doze .
-1,would be me : fighting off the urge to doze .
-1,would be me : fighting off the urge to doze
-1,be me : fighting off the urge to doze
1,me
-1,fighting off the urge to doze
-1,the urge to doze
-1,urge to doze
-1,"Thoughtless , random , superficial humour and a lot of very bad Scouse accents"
-1,"Thoughtless , random , superficial humour and a lot"
-1,"Thoughtless , random , superficial humour and"
-1,"Thoughtless , random , superficial humour"
-1,"Thoughtless ,"
-1,Thoughtless
-1,"random , superficial humour"
-1,superficial humour
1,humour
-1,of very bad Scouse accents
-1,very bad Scouse accents
1,"In an era where big stars and high production values are standard procedure , Narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve ."
1,where big stars and high production values are standard procedure
1,big stars and high production values are standard procedure
1,big stars and high production values
1,big stars and
1,high production values
-1,standard
1,", Narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve ."
-1,Narc
1,"strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve ."
1,"strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve"
1,a defiantly retro chord
1,outpaces its contemporaries with daring and verve
1,with daring and verve
1,daring and verve
1,A rip-roaring comedy action fest that 'll put hairs on your chest .
1,A rip-roaring comedy action
1,rip-roaring comedy action
1,rip-roaring
1,fest that 'll put hairs on your chest .
1,fest that 'll put hairs on your chest
1,put hairs on your chest
1,... a thoughtful what-if for the heart as well as the mind .
1,a thoughtful what-if for the heart as well as the mind .
1,a thoughtful what-if for the heart as well as the mind
1,a thoughtful what-if
1,thoughtful what-if
1,for the heart as well as the mind
1,the heart as well as
1,Miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .
1,is one of world cinema 's most wondrously gifted artists and storytellers .
1,is one of world cinema 's most wondrously gifted artists and storytellers
1,is one of world cinema 's most wondrously gifted artists and
1,is one of world cinema 's most wondrously gifted artists
1,one of world cinema 's most wondrously gifted artists
1,of world cinema 's most wondrously gifted artists
1,world cinema 's most wondrously gifted artists
1,most wondrously gifted artists
1,most wondrously
1,wondrously
1,gifted artists
1,gifted
1,storytellers
1,"A chronicle not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department ."
1,"chronicle not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department ."
1,"not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department"
1,"only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department"
1,of one man 's quest to be president
1,"single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department"
-1,"of hard-bitten , cynical journalists"
-1,", cynical"
-1,cynical
-1,"into what was essentially , by campaign 's end , an extended publicity department"
1,"was essentially ,"
1,"Provides the kind of ` laugh therapy ' I need from movie comedies -- offbeat humor , amusing characters , and a happy ending ."
1,"Provides the kind of ` laugh therapy ' I need from movie comedies -- offbeat humor , amusing characters , and a happy ending"
1,Provides the kind of ` laugh therapy ' I need from movie comedies --
1,Provides the kind of ` laugh therapy ' I need from movie comedies
1,the kind of ` laugh therapy ' I need from movie comedies
1,the kind of ` laugh therapy '
1,of ` laugh therapy '
1,` laugh therapy '
1,laugh therapy '
1,laugh
1,"offbeat humor , amusing characters , and a happy ending"
1,"offbeat humor , amusing characters , and"
1,"offbeat humor , amusing characters ,"
1,"offbeat humor , amusing characters"
1,offbeat humor
1,amusing characters
1,a happy ending
1,happy ending
1,happy
-1,Feels strangely hollow at its emotional core .
-1,Feels strangely hollow at its emotional core
-1,strangely hollow at its emotional core
-1,strangely
-1,hollow at its emotional core
-1,hollow
1,"At a time when commercialism has squeezed the life out of whatever idealism American moviemaking ever had , Godfrey Reggio 's career shines like a lonely beacon ."
-1,At a time when commercialism has squeezed the life out of whatever idealism American moviemaking ever had
-1,a time when commercialism has squeezed the life out of whatever idealism American moviemaking ever had
-1,when commercialism has squeezed the life out of whatever idealism American moviemaking ever had
-1,has squeezed the life out of whatever idealism American moviemaking ever had
-1,squeezed the life out of whatever idealism American moviemaking ever had
-1,the life out of whatever idealism American moviemaking ever had
1,idealism American
1,idealism
1,", Godfrey Reggio 's career shines like a lonely beacon ."
1,Godfrey Reggio 's career shines like a lonely beacon .
1,Reggio 's
1,shines like a lonely beacon .
1,shines like a lonely beacon
1,shines
-1,does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff
1,does so many of the little things right
-1,that it 's difficult not to cuss him out severely for bungling the big stuff
-1,it 's difficult not to cuss him out severely for bungling the big stuff
-1,'s difficult not to cuss him out severely for bungling the big stuff
-1,to cuss him out severely for bungling the big stuff
-1,cuss him out severely for bungling the big stuff
-1,for bungling the big stuff
-1,bungling the big stuff
-1,bungling
1,Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows .
1,Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows
1,Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills --
1,Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills
1,Robert Harmon 's less-is-more approach
1,less-is-more approach
-1,less-is-more
1,delivers real bump-in - the-night chills
1,real bump-in - the-night chills
1,the-night
1,his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows
1,his greatest triumph
1,greatest triumph
1,greatest
-1,creepy crawlies
-1,creepy
-1,crawlies
1,"This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep ."
1,"This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep"
